Listening_Date,Time,Track_Name,Genre,Valence,Energy,Mood_Now,Activity,Day_Rating
2026-01-12,2:30,SET ME FREE,Pop,0.75,0.82,5,Studying,6
2026-01-12,2:35,MOONLIGHT SUNRISE,Pop,0.68,0.7,5,Studying,6
2026-01-12,2:38,GOT THE THRILLS,Pop,0.82,0.88,5,Studying,6
2026-01-12,2:42,BLAME IT ON ME,Rock,0.55,0.78,5,Studying,6
2026-01-12,2:47,WALLFLOWER,Pop,0.6,0.65,5,Studying,6
2026-01-12,2:50,CRAZY STUPID LOVE,Rock,0.72,0.85,5,Studying,6
2026-01-12,2:53,SET ME FREE (ENG),Pop,0.75,0.82,5,Studying,6
2026-01-12,2:58,What is Love?,Pop,0.9,0.88,5,Studying,6
2026-01-12,3:03,STONE COLD (MINA),Pop,0.45,0.4,5,Studying,6
2026-01-12,3:07,ATM (JIHYO),Pop,0.7,0.8,5,Studying,6
2026-01-12,3:14,MEEEEEE (NAYEON),Pop,0.85,0.9,5,Studying,6
2026-01-13,3:41,Buzz,Indie,0.52,0.48,5,Studying,6
2026-01-13,3:47,Too Much Of A Good Thing,Indie,0.65,0.55,5,Studying,6
2026-01-13,3:51,Colossal Loss,Rock,0.48,0.72,5,Studying,6
2026-01-13,3:56,Focus,Indie,0.4,0.42,5,Studying,6
2026-01-13,4:00,Did You Like Her In The Morning?,Indie,0.35,0.3,6,Studying,6
2026-01-13,4:06,Take Care,Indie,0.45,0.35,6,Studying,6
2026-01-13,4:09,Magnets,Indie,0.42,0.4,6,Studying,6
2026-01-13,4:13,Tsunami,Indie,0.58,0.52,6,Studying,6
2026-01-13,4:16,Blue Moon,Indie,0.38,0.35,6,Studying,6
2026-01-13,4:18,Strong Girl,Indie,0.4,0.38,6,Studying,6
2026-01-13,4:22,Paths,Indie,0.42,0.38,6,Studying,6
2026-01-13,4:26,Heirloom Pain,Indie,0.3,0.32,6,Studying,6
2026-01-13,4:29,Nothing Can,Indie,0.32,0.3,6,Studying,6
2026-01-13,5:04,Start Over,Rock,0.65,0.79,6,Studying,6
2026-01-13,5:41,Everyone’s A Star!,Rock,0.52,0.75,6,Studying,6
2026-01-13,5:44,Sick of Myself,Rock,0.52,0.75,6,Studying,6
2026-01-13,6:21,DADDY DON'T CRY,Rock,0.55,0.88,6,Studying,6
2026-01-14,9:48,Jawbreaker,Rock,0.52,0.75,5,Eating,6
2026-01-14,9:52,Chest,Rock,0.44,0.68,5,Eating,6
2026-01-14,9:56,I'll Find You,Rock,0.52,0.75,5,Eating,6
2026-01-14,10:01,I'm Scared I’ll Never Sleep Again,Rock,0.52,0.75,5,Eating,6
2026-01-15,20:00,NOBODY'S GIRL,Pop,0.45,0.6,5,Resting,6
2026-01-15,20:10,Telephone Busy,Rock,0.52,0.75,5,Resting,6
2026-01-15,20:15,Sick of Myself,Rock,0.52,0.75,5,Resting,6
2026-01-15,20:19,Touching Yourself,Indie,0.45,0.48,5,Resting,6
2026-01-15,20:22,Everyone’s A Star!,Rock,0.52,0.75,5,Resting,6
2026-01-15,20:25,I'll Find You,Rock,0.52,0.75,5,Resting,6
2026-01-15,20:30,I'm Scared I’ll Never Sleep Again,Rock,0.52,0.75,5,Resting,6
2026-01-15,21:50,Ghost,Rock,0.52,0.75,5,Resting,6
2026-01-15,21:58,Wishful Dreaming,Rock,0.52,0.75,5,Resting,6
2026-01-16,15:40,Cry For Me,Pop,0.45,0.78,5,Commuting,5
2026-01-16,15:44,Kura Kura,Pop,0.65,0.82,5,Commuting,5
2026-01-16,15:48,Alcohol-Free,Pop,0.88,0.7,5,Commuting,5
2026-01-16,15:51,First Time,Pop,0.75,0.62,5,Commuting,5
2026-01-17,9:02,Kalapastangan,Hip-Hop,0.58,0.65,5,Gaming,5
2026-01-17,9:05,PAALAM,Hip-Hop,0.42,0.6,5,Gaming,5
2026-01-17,9:07,CRAZY STUPID LOVE,Pop,0.78,0.85,5,Gaming,5
2026-01-17,9:10,WALLFLOWER,Pop,0.68,0.72,5,Gaming,5
2026-01-18,12:00,Colossal Loss,Rock,0.48,0.72,4,Resting,4
2026-01-18,12:03,Colossal Loss,Rock,0.48,0.72,4,Resting,4
2026-01-18,12:05,Colossal Loss,Rock,0.48,0.72,4,Resting,4
2026-01-18,12:08,Colossal Loss,Rock,0.48,0.72,4,Resting,4
2026-01-18,12:11,Colossal Loss,Rock,0.48,0.72,4,Resting,4
2026-01-18,12:14,Colossal Loss,Rock,0.48,0.72,4,Resting,4
