Listening_Date,Time,Track_Name,Genre,Valence,Energy,Mood_Now,Activity,Day_Rating
2025-12-22,1:20,I'm Scared I’ll Never Sleep Again,Rock,0.52,0.75,5,Before_Sleep,5
2025-12-22,1:21,Evolve,Rock,0.52,0.75,5,Before_Sleep,5
2025-12-22,1:25,Chest,Rock,0.44,0.68,5,Before_Sleep,5
2025-12-22,1:35,bittersweet,Pop,0.38,0.42,5,Before_Sleep,5
2025-12-22,1:49,Chest,Rock,0.44,0.68,5,Before_Sleep,5
2025-12-22,2:13,Chest,Rock,0.44,0.68,5,Before_Sleep,5
2025-12-22,3:23,Start Over,Rock,0.65,0.79,5,Before_Sleep,5
2025-12-22,3:27,Chest,Rock,0.44,0.68,5,Before_Sleep,5
2025-12-22,3:32,Heart on Fire,Rock,0.58,0.85,5,Before_Sleep,5
2025-12-22,4:12,Telephone Busy,Rock,0.52,0.75,5,Before_Sleep,5
2025-12-22,12:24,Everyone’s A Star!,Rock,0.52,0.75,5,Eating,5
2025-12-22,12:25,No. 1 Obsession,Rock,0.52,0.75,5,Eating,5
2025-12-22,12:28,Chest,Rock,0.44,0.68,5,Eating,5
2025-12-22,12:30,Blood Run Warm,Rock,0.55,0.82,5,Eating,5
2025-12-22,12:34,I'm Scared I’ll Never Sleep Again,Rock,0.52,0.75,5,Eating,5
2025-12-22,12:38,Ghost,Rock,0.52,0.75,5,Eating,5
2025-12-22,12:41,I'll Find You,Rock,0.52,0.75,5,Eating,5
2025-12-23,5:34,Chest,Rock,0.44,0.68,5,Waking_Up,5
2025-12-23,5:35,nothing on u,R&B,0.55,0.45,5,Waking_Up,5
2025-12-23,6:10,I'll Find You,Rock,0.52,0.75,5,Waking_Up,5
2025-12-24,13:43,I'm Scared I’ll Never Sleep Again,Rock,0.52,0.75,5,Eating,5
2025-12-24,13:45,Wishful Dreaming,Rock,0.52,0.75,5,Eating,5
2025-12-24,13:48,Start Over,Rock,0.65,0.79,5,Eating,5
2025-12-24,13:53,It Ain't Me (with Selena Gomez),Pop,0.58,0.69,5,Eating,5
2025-12-24,13:53,Jawbreaker,Rock,0.52,0.75,5,Eating,5
2025-12-24,13:53,Chest,Rock,0.44,0.68,5,Eating,5
2025-12-24,15:18,someday i'll get it,Indie,0.25,0.15,5,Eating,5
2025-12-25,9:14,Everyone’s A Star!,Rock,0.52,0.75,4,Working,5
2025-12-25,9:17,Dominga,Hip-Hop,0.58,0.65,5,Working,5
2025-12-25,9:31,The Rocks,Rock,0.52,0.75,4,Working,5
2025-12-25,9:36,Evolve,Rock,0.52,0.75,4,Working,5
2025-12-25,9:41,Ghost,Rock,0.52,0.75,4,Working,5
2025-12-25,9:42,Catapult,Indie,0.45,0.48,4,Working,5
2025-12-25,9:44,Sick of Myself,Rock,0.52,0.75,4,Working,5
2025-12-25,9:48,THE SHIVERS,Pop,0.5,0.55,4,Working,5
2025-12-25,9:48,No. 1 Obsession,Rock,0.52,0.75,4,Working,5
2025-12-25,9:52,Close Enough To Feel You,Rock,0.48,0.52,4,Working,5
2025-12-25,9:55,hurt people,R&B,0.38,0.42,5,Working,5
2025-12-25,9:55,Cigarette,Indie,0.5,0.55,5,Working,5
